"YEAR","FIPS","AV0AA","B78AA","AV1AA","AV1AB","AT5AA","AT5AB","AL8AA","AL8AB","AL8AC","AL8AD","AL8AE","AL8AF","AL8AG","AL8AH","AL9AA","AL9AB","AL9AC","AL9AD","AL9AE","AL9AF","AL9AG","AL9AH","AL9AI","AL9AJ","AK7AA","AK7AB","AK7AC","AK7AD","AK7AE","AK7AF","AB9AA","AB9AB","AB9AC","AB9AD","AB9AE","AB9AF","AB9AG","AB9AH","AB9AI","AB9AJ","AB9AK","AB9AL","AB9AM","AB9AN","AB9AO","AB9AP","AB9AQ","AB9AR","AB9AS","AB9AT","AB9AU","AB9AV","AB9AW","AB9AX","AB9AY","AJ6AA","AJ6AB","AJ6AC","AJ6AD","AJ6AE","AJ6AF","AJ6AG","AJ6AH","AJ6AI","AJ6AJ","AJ6AK","AJ6AL","AJ6AM","AJ6AN","AJ6AO","AJ6AP","AJ6AQ","AJ6AR","AJ6AS","AJ6AT","AJ6AU","AJ6AV","AJ6AW","AJ6AX","AJ6AY","AJ6AZ","AJ6BA","AJ6BB","AJ6BC","AJ6BD","B69AA","B69AB","B69AC","B84AA","B84AB","B84AC","B84AD","B84AE","B84AF","A63AA","A63AB","A63AC","A63AD","A63AE","A63AF","BS4AA","BS4AB","BS4AC","BS4AD","BS4AE","BS4AF","BS4AG","BS4AH","BS4AI","BS4AJ","BS4AK","BS4AL","A67AA","A67AB","A67AC","A67AD","A67AE","A67AF","A67AG","A67AH","A67AI","A67AJ","A67AK","A67AL","C54AA","C54AB","C54AC","C54AD","C54AE","C54AF","C54AG","C54AH","C54AI","C50AA","C50AB","C50AC","C50AD","C50AE","C50AF","C50AG","C50AH","C98AA","BS7AA","BS7AB","BS7AC","BS7AD","B79AA","A88AA","A88AB","A88AC","A88AD","A88AE","AB2AA","BD5AA","AX6AA","CL6AA","AX7AA","AX7AB","BV8AA","BV8AB"
"195",51760,226622,226622,107430,119192,210689,15933,138125,69439,25104,8983,29386,5966,3125,NA,138125,69439,25104,8983,29386,5966,3125,669,246,2210,1537,3381,1407,71,9537,NA,30,0,277,7,93,311,36,233,59,26,17,6,26,209,234,675,104,2575,1407,71,134,1720,346,7337,NA,16,30,0,0,277,7,93,311,36,24,233,59,26,17,6,12,26,8,161,222,675,104,2575,1407,71,134,1720,346,7337,NA,8531,86770,62578,125447,669,124778,116615,8163,64876,4956,14451,42110,22329,35892,5709,60842,578,60264,56553,3711,28319,64605,91,64514,60062,4452,36557,2075,6449,20437,11964,17292,2625,2881,8002,21673,10365,18600,3084,92568,6478,6315,94,69,611,5940,3854,5266,1826,8910,18320,23169,31255,17925,3515,4565,2390155,10149,5817,9944,64391,47250,3333,1531,3294,8074,23749,64504,33549,216099,50200,50200,165899,3758,24627
"2000",51159,8809,8809,4939,3870,8644,165,6777,1817,591,118,1040,68,50,NA,6777,1817,591,118,1040,68,50,24,0,26,44,25,3,0,93,0,0,0,6,0,0,1,27,0,10,0,0,0,0,0,0,6,0,19,3,0,1,69,5,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786,5116,650,3391,21,3370,3201,169,4009,188,294,607,877,1253,172,1738,17,1721,1637,84,2449,1653,4,1649,1564,85,1560,99,180,310,416,636,97,89,114,297,461,617,75,2970,13,13,0,0,0,85,38,96,159,382,440,493,572,510,118,432,88755,439,248,415,1820,33026,156,131,267,622,838,42143,16675,7072,1092,1092,5980,162,1133
"125",51159,9234,9234,5250,3984,8803,431,6902,1835,561,151,923,200,66,NA,6902,1835,561,151,923,200,66,0,0,66,9,16,0,0,406,NA,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,11,0,0,0,245,0,161,NA,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,245,0,161,NA,675,5641,725,3661,0,3661,3426,235,4146,75,290,353,1032,1724,187,1982,0,1982,1827,155,2490,1679,0,1679,1599,80,1656,33,198,214,528,906,103,42,92,139,504,818,84,3097,27,27,0,0,0,32,17,182,124,317,383,371,717,562,187,512,91715,272,253,293,1936,48958,91,110,48,312,1192,68596,20942,7496,1055,1055,6441,386,1147
"195",51159,8884,8884,4857,4027,8516,368,6306,2163,558,264,1191,150,47,NA,6306,2163,558,264,1191,150,47,5,0,42,28,27,40,0,273,NA,0,0,11,0,0,17,0,0,0,0,0,0,0,0,0,5,0,22,40,0,0,225,0,48,NA,0,0,0,0,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,40,0,0,225,0,48,NA,386,5324,1232,3358,1,3357,3285,72,4129,100,159,636,501,1615,347,1774,1,1773,1703,70,2508,1584,0,1584,1582,2,1621,38,107,286,289,908,146,62,52,350,212,707,201,2878,33,32,0,1,0,16,95,214,143,366,396,607,542,434,101,441,79770,310,141,331,2287,49517,140,8,155,523,1297,57904,22853,7268,1254,1254,6014,242,1476
"2000",51770,94911,94911,44501,50410,92007,2904,66643,24620,6563,3487,13127,1443,744,NA,66643,24620,6563,3487,13127,1443,744,251,24,469,903,1037,119,0,845,0,18,11,114,28,27,171,0,6,14,0,6,6,0,479,23,112,22,903,119,0,29,202,71,543,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813,48491,12289,47258,80,47178,44455,2723,28114,2322,4530,11641,12083,14358,2324,23591,80,23511,21927,1584,10834,23667,0,23667,22528,1139,17280,1044,2198,5861,6406,7031,1051,1278,2332,5780,5677,7327,1273,40226,1259,1259,0,0,73,782,528,826,918,5348,9598,11220,8988,4311,998,1487,828585,5732,3824,7471,24999,30719,2136,1466,3549,8754,8510,37826,18468,92768,14793,14793,77975,1672,13113
"125",51770,96742,96742,46049,50693,90466,6276,64645,25106,6429,4116,12655,1906,715,NA,64645,25106,6429,4116,12655,1906,715,118,46,551,349,1768,745,10,3404,NA,0,0,81,0,0,57,17,0,13,0,0,0,0,172,9,255,9,1504,745,10,453,933,123,1895,NA,0,0,8,0,81,0,0,57,17,15,0,13,0,0,0,0,0,8,141,9,255,9,1504,745,10,453,933,123,1895,NA,4931,46860,15401,49029,188,48841,45071,3770,28716,1750,4979,12004,10358,17913,2025,24584,174,24410,22551,1859,11841,24445,14,24431,22520,1911,16875,784,2465,6319,5359,8679,978,966,2514,5685,4999,9234,1047,40124,1401,1401,0,0,67,920,578,1306,1406,4948,9503,10788,9857,4269,945,1374,801250,4879,3027,5835,28903,38265,1730,1120,2261,6732,11436,49263,23381,94783,19961,19961,74822,1455,11617
"195",51770,99229,99229,47256,51973,92565,6664,63630,27620,7627,4319,13107,2567,1315,NA,63630,27620,7627,4319,13107,2567,1315,410,39,866,495,2539,592,0,3038,NA,0,0,99,0,25,116,40,7,8,0,0,10,0,152,38,223,121,2195,592,0,436,420,136,2046,NA,0,0,0,0,99,0,25,116,40,0,7,8,0,0,10,16,0,27,125,22,223,121,2195,592,0,436,420,136,2046,NA,3362,50212,16387,50856,68,50788,47605,3183,28523,1909,4775,13214,10280,17884,2794,25524,16,25508,23947,1561,11727,25332,52,25280,23658,1622,16796,1169,2188,6498,5561,8716,1392,740,2587,6716,4719,9168,1402,40872,1686,1601,75,10,33,1431,910,2013,633,4016,6351,10715,7833,11792,1826,1766,1024555,3713,3332,5138,29557,44230,1342,1188,1881,5771,12313,54633,27006,97449,20240,20240,77209,1849,13374
"2000",51161,85778,85778,40535,45243,83147,2631,55703,26745,6596,5029,13651,1469,699,NA,55703,26745,6596,5029,13651,1469,699,87,18,594,787,903,249,16,676,0,35,0,155,12,31,166,14,0,72,9,27,22,41,102,101,165,24,714,249,16,51,207,149,269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3590,40030,17151,45040,43,44997,44041,956,23504,2365,2961,8501,12076,17304,1833,23321,43,23278,22732,546,8287,21719,0,21719,21309,410,15217,1162,1373,4425,6316,8996,1049,1203,1588,4076,5760,8308,784,41428,62,54,0,8,32,495,222,1180,967,4340,7227,9216,12625,5364,1062,1438,876275,1861,1504,3608,27761,47689,483,311,1787,7843,14437,56450,24637,83620,3732,3732,79888,602,11740
"125",51161,92432,92432,44069,48363,87703,4729,58184,28819,7982,4994,13453,2390,700,NA,58184,28819,7982,4994,13453,2390,700,131,15,554,1302,1975,219,96,1137,NA,12,0,307,12,24,170,0,30,26,0,32,34,216,346,140,324,29,1575,219,96,205,184,134,614,NA,0,12,0,0,307,12,24,170,0,12,30,26,0,32,34,0,216,6,328,140,324,29,1575,219,96,205,184,134,614,NA,2265,41988,21390,49343,75,49268,46960,2308,25755,2345,3736,8014,11111,21566,2571,25223,66,25157,23802,1355,10029,24120,9,24111,23158,953,15726,1194,1869,4174,5802,10831,1353,1151,1867,3840,5309,10735,1218,43203,187,187,0,0,0,600,434,1600,1480,4724,7410,9114,13144,6027,1100,1425,901665,1414,1471,2878,32113,61686,549,422,1043,5088,19085,76741,31666,90416,5642,5642,84774,902,14301
"195",51161,93823,93823,45121,48702,88477,5346,59004,28683,6828,5257,14504,2094,790,NA,59004,28683,6828,5257,14504,2094,790,116,79,595,980,2447,256,0,1663,NA,9,0,111,29,23,158,6,64,0,0,19,9,30,456,92,744,0,1677,256,0,138,683,156,686,NA,0,9,16,0,111,29,23,158,6,30,64,0,0,19,9,0,30,15,395,92,744,0,1677,256,0,138,683,156,686,NA,1760,41761,24021,47332,80,47252,45744,1508,29910,1842,4155,8782,9803,19455,3295,24458,80,24378,23446,932,12134,22874,0,22874,22298,576,17776,970,2104,4613,5187,9868,1716,872,2051,4169,4616,9587,1579,41916,123,123,0,0,17,570,181,2375,635,3261,4619,9440,10437,11344,1446,1625,1011920,1409,1386,2732,32695,68948,608,260,1054,3943,19956,84897,36469,91510,6335,6335,85175,1113,18085
"2000",51163,20808,20808,10427,10381,20392,416,15289,5013,1518,804,2261,430,90,NA,15289,5013,1518,804,2261,430,90,10,0,80,168,156,2,0,90,0,0,0,27,0,5,39,6,0,44,0,11,0,7,23,6,16,0,140,2,0,12,31,7,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2149,9685,2722,10524,25,10499,10116,383,6270,442,836,1980,2814,3942,510,5748,25,5723,5510,213,2662,4776,0,4776,4606,170,3608,258,516,1067,1410,2153,344,184,320,913,1404,1789,166,9267,50,44,0,6,0,110,78,459,325,1050,1644,1463,2203,1563,519,738,238715,882,655,1246,5664,36035,293,315,799,2392,2250,41324,18356,20605,1976,1976,18629,309,2911
"125",51163,22357,22357,11011,11346,21977,380,15795,5991,1847,1076,2497,571,191,NA,15795,5991,1847,1076,2497,571,191,0,17,174,160,118,6,0,96,NA,0,14,64,0,0,12,0,0,48,0,0,0,0,22,0,0,0,118,6,0,0,29,12,55,NA,0,0,0,14,64,0,0,12,0,0,0,48,0,0,0,0,0,22,0,0,0,0,118,6,0,0,29,12,55,NA,1237,11376,3670,10307,3,10304,9851,453,8138,285,768,1744,1944,4857,709,5491,3,5488,5251,237,3504,4816,0,4816,4600,216,4634,167,280,933,1098,2582,431,118,488,811,846,2275,278,8783,21,21,0,0,0,93,149,506,405,1314,1333,1818,1743,1387,591,455,191230,553,500,1207,6833,45859,202,101,619,1764,3520,55088,23978,22121,2659,2659,19462,412,4194
"195",51163,22570,22570,11227,11343,22046,524,15235,6664,2703,811,2672,478,147,NA,15235,6664,2703,811,2672,478,147,12,21,114,200,85,0,0,239,NA,0,0,37,0,11,71,31,0,6,0,7,0,34,0,3,9,22,54,0,0,0,108,0,131,NA,0,0,0,0,37,0,11,71,31,0,0,6,0,7,0,0,34,0,0,3,9,22,54,0,0,0,108,0,131,NA,872,11602,4537,10457,20,10437,9926,511,8717,397,650,1772,2084,4579,975,5525,14,5511,5256,255,3929,4932,6,4926,4670,256,4788,161,327,1063,1102,2368,504,236,323,709,982,2211,471,8822,31,31,0,0,0,131,92,639,263,941,1447,1607,1858,1407,680,873,234810,486,238,1136,7388,54600,201,33,402,1486,4095,67862,31539,22334,3167,3167,19167,449,5250
"2000",51165,67725,67725,33340,34385,65502,2223,49690,15439,4473,2331,7757,878,373,NA,49690,15439,4473,2331,7757,878,373,53,20,300,624,253,69,13,1264,0,0,6,47,2,5,89,5,2,29,0,2,10,0,40,387,35,5,213,69,13,29,1009,48,178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5498,31672,7953,35873,20,35853,34650,1203,16946,2079,3199,7280,9363,12223,1729,19469,20,19449,18848,601,6156,16404,0,16404,15802,602,10790,1036,1706,3932,5056,6709,1030,1043,1493,3348,4307,5514,699,31085,92,92,0,0,0,746,402,1788,1653,3476,4600,5929,8270,5549,1343,1505,736260,1769,1468,3507,18608,40748,577,665,2198,7035,8515,46262,18795,66279,5415,5415,60864,882,8250
"125",51165,76353,76353,37322,39031,72609,3744,52671,19352,5607,3061,9116,1568,586,NA,52671,19352,5607,3061,9116,1568,586,16,0,570,807,628,130,0,2179,NA,9,0,85,0,0,54,0,8,30,0,0,9,0,130,559,35,26,490,130,0,58,1197,84,840,NA,0,9,0,0,85,0,0,54,0,0,8,30,0,0,9,0,0,33,97,559,35,26,490,130,0,58,1197,84,840,NA,4754,34828,12025,39384,65,39319,37162,2157,21099,1911,3523,6799,8147,16989,2015,21228,65,21163,19878,1285,8031,18156,0,18156,17284,872,13068,978,1834,3748,4450,9009,1209,933,1689,3051,3697,7980,806,32967,228,199,21,8,3,1157,422,1778,2225,3183,4887,5818,9607,5815,1812,1430,780500,1811,1675,2774,23356,51721,831,576,1538,5381,13027,60513,26383,74730,7973,7973,66757,1080,10850
"195",51165,80284,80284,39392,40892,75633,4651,54403,20210,6256,3353,9009,1592,1020,NA,54403,20210,6256,3353,9009,1592,1020,365,29,626,679,842,472,39,2619,NA,4,2,44,16,13,98,18,22,17,0,0,0,0,13,475,22,3,774,472,39,72,1359,92,1096,NA,0,4,0,2,44,16,13,98,18,0,22,17,0,0,0,0,0,0,13,475,22,3,774,472,39,72,1359,92,1096,NA,3862,36599,14475,40709,25,40684,39423,1261,24039,2215,3967,7713,7933,16218,2663,21625,17,21608,21166,442,9736,19084,8,19076,18257,819,14303,1049,1900,4115,4296,8742,1523,1166,2067,3598,3637,7476,1140,34713,86,74,12,0,17,1520,512,1709,2331,4270,4876,6505,9175,6514,1537,1640,807655,1429,985,2184,26396,61864,618,266,1104,4963,15108,72299,31275,78360,6895,6895,71465,1117,13802
"2000",51167,30308,30308,15353,14955,30196,112,25133,5002,454,655,3746,147,61,NA,25133,5002,454,655,3746,147,61,0,5,56,43,15,8,0,46,0,0,0,9,0,9,14,0,0,11,0,0,0,0,0,0,0,0,15,8,0,0,13,7,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020,15342,2000,11695,15,11680,10869,811,13087,573,1170,2710,3299,3666,277,6394,15,6379,5910,469,6146,5301,0,5301,4959,342,6941,321,653,1572,1673,1999,176,252,517,1138,1626,1667,101,10107,7,7,0,0,0,122,62,276,331,1047,1084,1201,1700,2265,1335,1335,321610,1916,1239,2257,6354,26834,805,724,1802,3291,2232,31491,14863,28915,4727,4727,24188,654,3214
"125",51167,28773,28773,14197,14576,28406,367,22716,5642,316,651,4436,239,48,NA,22716,5642,316,651,4436,239,48,0,0,48,77,147,0,0,143,NA,0,19,0,0,0,0,0,0,21,0,0,0,0,0,37,0,0,147,0,0,0,97,12,34,NA,0,0,0,19,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,37,0,0,147,0,0,0,97,12,34,NA,3237,15555,2026,11950,0,11950,10972,978,11850,585,1137,2616,2658,4528,426,6584,0,6584,6055,529,5155,5366,0,5366,4917,449,6695,346,616,1653,1482,2340,147,239,521,963,1176,2188,279,10454,8,8,0,0,0,150,45,111,380,1398,1498,870,2053,2140,1281,1037,292520,1319,1220,1856,6745,32637,441,506,1021,2387,3190,42880,18620,28514,5805,5805,22709,881,3819
"195",51167,27141,27141,13306,13835,26893,248,21242,5542,306,787,4270,179,109,NA,21242,5542,306,787,4270,179,109,41,0,68,9,92,12,0,135,NA,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12,0,58,18,0,59,NA,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12,0,58,18,0,59,NA,2127,15436,2438,9935,0,9935,9296,639,12713,479,1018,2102,2066,3537,733,5358,0,5358,4874,484,5753,4577,0,4577,4422,155,6960,247,594,1165,1139,1910,303,232,424,937,927,1627,430,8564,1,0,1,0,0,143,57,315,278,1025,849,943,1703,1919,1137,911,245530,1339,881,1471,7121,39758,599,368,607,2031,3440,48634,21605,26862,5677,5677,21185,1032,4538
"2000",51775,24747,24747,11677,13070,24224,523,16804,7281,1851,1179,3781,470,139,NA,16804,7281,1851,1179,3781,470,139,19,5,115,188,213,14,0,108,0,0,0,43,10,8,54,0,0,0,0,0,0,7,66,0,7,8,198,14,0,0,41,0,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1067,12290,3300,12909,38,12871,12377,494,7276,990,1393,2339,3234,4406,547,6441,29,6412,6147,265,2900,6468,9,6459,6230,229,4376,517,647,1227,1615,2194,241,473,746,1112,1619,2212,306,11355,32,25,7,0,9,513,89,190,709,2053,2545,2460,2773,949,255,254,203830,746,520,1652,7015,38997,210,193,744,2319,3087,47174,20091,23022,1545,1545,21477,313,3531
"125",51775,24792,24792,11720,13072,23512,1280,16035,7380,1852,1363,3781,384,97,NA,16035,7380,1852,1363,3781,384,97,0,0,97,343,329,106,20,482,NA,0,0,14,17,31,55,29,0,0,8,0,0,0,183,6,68,0,261,106,20,50,259,44,129,NA,39,0,19,0,14,17,31,55,29,16,0,0,8,0,0,0,0,0,109,6,68,0,261,106,20,50,259,44,129,NA,834,10680,4937,12385,0,12385,11419,966,8316,797,1423,2140,2540,4975,510,5995,0,5995,5417,578,3588,6390,0,6390,6002,388,4728,234,750,1020,1264,2479,248,563,673,1120,1276,2496,262,9963,132,107,25,0,47,435,140,493,742,1704,2063,2078,2461,1186,226,257,185450,425,686,1203,7639,47776,120,249,396,1565,3783,60803,26699,22992,2867,2867,20125,215,3682
"195",51775,25317,25317,11771,13546,24460,857,17585,6734,1941,894,3388,511,141,NA,17585,6734,1941,894,3388,511,141,3,10,128,163,344,66,11,273,NA,0,0,0,0,3,8,17,10,1,0,0,0,0,124,0,10,28,306,66,11,0,136,36,101,NA,12,0,0,0,0,0,3,8,17,5,10,1,0,0,0,0,0,0,107,0,10,28,306,66,11,0,136,36,101,NA,583,11750,4775,12883,47,12836,12277,559,8139,786,1351,2481,2263,5103,899,6442,32,6410,6070,340,3391,6441,15,6426,6207,219,4748,427,632,1302,1128,2395,558,359,719,1179,1135,2708,341,10696,50,50,0,0,0,581,71,799,273,1369,1684,2490,2517,2517,267,281,235060,372,333,1025,8182,57165,160,106,339,1201,4346,75250,31924,22723,2058,2058,20665,237,4014
"2000",51169,23403,23403,11297,12106,23332,71,10478,12808,225,828,11589,166,46,NA,10478,12808,225,828,11589,166,46,6,0,40,55,11,0,0,5,0,0,0,0,0,0,18,0,0,13,0,0,0,0,11,13,0,2,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3566,11876,1404,9827,0,9827,9246,581,9255,429,866,2297,2570,3316,349,5333,0,5333,5022,311,3797,4494,0,4494,4224,270,5458,257,471,1213,1399,1765,228,172,395,1084,1171,1551,121,8504,40,40,0,0,9,148,86,267,288,596,809,902,1923,2293,1170,806,269300,1791,852,1955,5253,27339,686,464,1382,2588,2001,33163,15073,23162,3882,3882,19280,816,3172
"125",51169,23061,23061,11516,11545,22865,196,8805,14014,468,686,12560,300,46,NA,8805,14014,468,686,12560,300,46,0,0,46,35,67,0,0,94,NA,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,57,8,29,NA,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,57,8,29,NA,2500,12540,1874,9920,6,9914,9070,844,9301,460,870,1809,2299,3979,503,5499,6,5493,4967,526,4077,4421,0,4421,4103,318,5224,206,487,1070,1288,2177,271,254,383,739,1011,1802,232,8373,7,7,0,0,0,45,25,315,278,648,789,886,1680,2094,1338,737,246830,1037,1005,1327,6241,37544,408,452,737,2065,3121,47492,21573,22692,4373,4373,18319,741,3671
"195",51169,21902,21902,11075,10827,21634,268,7825,13710,412,683,12424,191,99,NA,7825,13710,412,683,12424,191,99,0,0,99,52,101,0,0,115,NA,0,0,12,0,0,4,0,0,0,0,0,0,0,11,25,28,0,73,0,0,0,9,23,83,NA,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,11,25,28,0,73,0,0,0,9,23,83,NA,1322,12918,2188,8806,21,8785,8342,443,9499,384,761,1643,1777,3645,596,4942,21,4921,4649,272,4245,3864,0,3864,3693,171,5254,211,408,923,1024,2065,311,173,353,720,753,1580,285,7802,19,19,0,0,0,55,85,191,166,449,549,870,1844,2181,1320,582,233280,1023,574,1186,5990,39820,256,179,418,1740,2901,52575,22898,20974,3254,3254,17720,741,4273
"2000",51171,35075,35075,17075,18000,33995,1080,23491,10229,2658,1517,5585,469,275,NA,23491,10229,2658,1517,5585,469,275,42,9,224,207,87,2,10,774,0,0,5,48,6,7,104,3,0,13,2,1,0,0,15,3,0,12,75,2,10,0,581,57,136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2474,18791,3661,18252,48,18204,17710,494,9840,950,1315,3740,4610,6666,971,9882,37,9845,9574,271,3640,8370,11,8359,8136,223,6200,471,747,1996,2516,3625,527,479,568,1744,2094,3041,444,16213,35,35,0,0,0,371,104,740,903,2103,2395,2555,3291,2744,988,1744,453300,1107,936,1918,10323,39173,376,416,1047,3954,4300,45080,19755,34574,2837,2837,31737,509,5243
"125",51171,42076,42076,20534,21542,40437,1639,26320,13487,3491,2148,7055,793,630,NA,26320,13487,3491,2148,7055,793,630,463,33,134,286,358,14,0,981,NA,0,0,53,0,34,37,0,0,23,0,0,27,5,77,184,52,25,127,14,0,0,392,67,522,NA,0,0,0,0,53,0,34,37,0,0,0,23,0,0,27,0,5,39,38,184,52,25,127,14,0,0,392,67,522,NA,1618,22656,5474,20958,40,20918,19862,1056,12798,785,1841,3879,4667,8701,1085,11041,40,11001,10424,577,5309,9917,0,9917,9438,479,7489,416,908,2086,2558,4497,576,369,933,1793,2109,4204,509,18202,62,33,10,19,7,355,112,743,1150,2087,2815,2035,3895,2940,1158,2658,554085,1019,833,2381,13028,49953,421,252,1195,2823,6983,59567,25131,41551,5056,5056,36495,530,7035
"195",51171,43224,43224,21301,21923,41208,2016,27570,13036,3774,1596,6643,1023,602,NA,27570,13036,3774,1596,6643,1023,602,180,9,413,238,445,88,8,1237,NA,11,0,15,0,0,88,0,0,25,0,0,19,5,7,68,3,31,411,88,8,36,778,66,357,NA,0,11,0,0,15,0,0,88,0,0,0,25,0,0,19,0,5,0,7,68,3,31,411,88,8,36,778,66,357,NA,1502,23102,6353,21521,32,21489,20580,909,13689,782,1922,4008,4134,8936,1739,11359,32,11327,10781,546,5701,10162,0,10162,9799,363,7988,352,1029,2182,2133,4722,941,430,893,1826,2001,4214,798,18821,33,33,0,0,0,285,93,945,798,1765,2642,2481,3719,3780,1672,2392,567695,1017,727,1822,13836,57252,352,118,764,2532,7584,68835,28882,42697,4919,4919,37778,763,8135
"2000",51173,33081,33081,16008,17073,32922,159,26371,6450,810,598,4672,370,101,NA,26371,6450,810,598,4672,370,101,2,8,91,44,22,47,0,46,0,8,10,4,0,5,10,0,0,7,0,0,0,0,0,0,7,0,15,47,0,0,21,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3488,17297,2470,15640,6,15634,14906,728,11153,728,1456,3403,3943,5548,562,8467,6,8461,8055,406,4253,7173,0,7173,6851,322,6900,377,850,1784,2107,3030,319,351,606,1619,1836,2518,243,14039,16,8,8,0,29,204,145,248,628,2159,2207,2835,2623,2576,604,801,325455,1730,1193,2629,7945,30083,624,635,1611,3757,2967,36392,16105,32319,4307,4307,28012,725,4461
"125",51173,32103,32103,15713,16390,31697,406,24895,6626,973,710,4701,242,176,NA,24895,6626,973,710,4701,242,176,0,0,176,29,92,23,0,262,NA,0,0,2,0,0,20,7,0,0,0,0,0,0,0,17,5,0,70,23,0,0,143,59,60,NA,0,0,0,0,2,0,0,20,7,0,0,0,0,0,0,0,0,0,0,17,5,0,70,23,0,0,143,59,60,NA,2582,17081,3269,14005,8,13997,12946,1051,12191,640,1275,2664,3171,5778,477,7375,8,7367,6680,687,5209,6630,0,6630,6266,364,6982,365,733,1338,1742,2926,271,275,542,1326,1429,2852,206,11946,106,106,0,0,4,82,318,208,556,1954,2170,2299,2347,1885,800,445,256870,1241,1311,1969,8046,34394,588,357,1226,2694,3680,43744,20169,31423,6338,6338,25085,658,4945
"195",51173,30767,30767,15161,15606,30338,429,23754,6425,885,697,4509,334,159,NA,23754,6425,885,697,4509,334,159,19,16,124,38,79,0,0,312,NA,0,0,9,0,0,4,16,0,0,0,0,0,0,9,0,0,0,79,0,0,0,211,25,76,NA,9,0,0,0,9,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,211,25,76,NA,1474,17733,3292,13241,0,13241,12487,754,12388,621,1345,2562,2773,5134,806,6943,0,6943,6606,337,5493,6298,0,6298,5881,417,6895,235,734,1409,1434,2721,410,386,611,1153,1339,2413,396,11282,99,99,0,0,26,248,121,386,597,1750,1904,1841,2362,2187,561,574,257605,1307,924,1839,8616,40932,462,221,865,2488,4380,52587,21605,29961,5654,5654,24307,697,5606
"2000",51780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
