"YEAR","FIPS","AV0AA","B78AA","AV1AA","AV1AB","AT5AA","AT5AB","AL8AA","AL8AB","AL8AC","AL8AD","AL8AE","AL8AF","AL8AG","AL8AH","AL9AA","AL9AB","AL9AC","AL9AD","AL9AE","AL9AF","AL9AG","AL9AH","AL9AI","AL9AJ","AK7AA","AK7AB","AK7AC","AK7AD","AK7AE","AK7AF","AB9AA","AB9AB","AB9AC","AB9AD","AB9AE","AB9AF","AB9AG","AB9AH","AB9AI","AB9AJ","AB9AK","AB9AL","AB9AM","AB9AN","AB9AO","AB9AP","AB9AQ","AB9AR","AB9AS","AB9AT","AB9AU","AB9AV","AB9AW","AB9AX","AB9AY","AJ6AA","AJ6AB","AJ6AC","AJ6AD","AJ6AE","AJ6AF","AJ6AG","AJ6AH","AJ6AI","AJ6AJ","AJ6AK","AJ6AL","AJ6AM","AJ6AN","AJ6AO","AJ6AP","AJ6AQ","AJ6AR","AJ6AS","AJ6AT","AJ6AU","AJ6AV","AJ6AW","AJ6AX","AJ6AY","AJ6AZ","AJ6BA","AJ6BB","AJ6BC","AJ6BD","B69AA","B69AB","B69AC","B84AA","B84AB","B84AC","B84AD","B84AE","B84AF","A63AA","A63AB","A63AC","A63AD","A63AE","A63AF","BS4AA","BS4AB","BS4AC","BS4AD","BS4AE","BS4AF","BS4AG","BS4AH","BS4AI","BS4AJ","BS4AK","BS4AL","A67AA","A67AB","A67AC","A67AD","A67AE","A67AF","A67AG","A67AH","A67AI","A67AJ","A67AK","A67AL","C54AA","C54AB","C54AC","C54AD","C54AE","C54AF","C54AG","C54AH","C54AI","C50AA","C50AB","C50AC","C50AD","C50AE","C50AF","C50AG","C50AH","C98AA","BS7AA","BS7AB","BS7AC","BS7AD","B79AA","A88AA","A88AB","A88AC","A88AD","A88AE","AB2AA","BD5AA","AX6AA","CL6AA","AX7AA","AX7AB","BV8AA","BV8AB"
"125",51780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",51780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000",51175,17482,17482,9226,8256,17431,51,13507,3883,713,398,2295,477,41,NA,13507,3883,713,398,2295,477,41,7,0,34,27,3,0,0,21,0,0,0,12,0,0,9,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,8700,1416,7500,40,7460,7109,351,6483,421,484,1393,2300,2592,310,4123,40,4083,3889,194,3297,3377,0,3377,3220,157,3186,280,237,720,1248,1435,203,141,247,673,1052,1157,107,6562,38,38,0,0,2,91,81,171,251,593,948,1272,1335,1118,548,709,179970,825,543,954,3977,33995,369,258,638,1486,1813,41324,16930,15800,2305,2305,13495,350,2072
"125",51175,18576,18576,9705,8871,18397,179,14043,4326,1304,525,2268,229,28,NA,14043,4326,1304,525,2268,229,28,0,0,28,33,58,1,0,87,NA,0,0,7,0,0,0,0,3,0,0,0,0,3,0,20,0,0,58,1,0,0,3,0,84,NA,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,20,0,0,58,1,0,0,3,0,84,NA,1324,10314,1618,8774,59,8715,8053,662,6459,311,868,1345,1828,3918,504,4616,32,4584,4174,410,3373,4158,27,4131,3879,252,3086,167,464,762,895,2061,267,144,404,583,933,1857,237,7340,62,62,0,0,10,125,135,318,240,706,933,1124,1305,1480,785,1099,230775,563,396,820,4753,46703,257,209,489,1069,2683,56392,21247,17188,2977,2977,14211,389,2279
"195",51175,17880,17880,9247,8633,17795,85,12879,4791,1338,623,2544,286,125,NA,12879,4791,1338,623,2544,286,125,2,0,123,3,25,4,0,53,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,18,0,7,4,0,0,0,9,44,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,18,0,7,4,0,0,0,9,44,NA,723,10058,2432,8008,61,7947,7617,330,6830,225,610,1415,1597,3761,400,4245,31,4214,4019,195,3489,3763,30,3733,3598,135,3341,96,380,720,947,1838,264,129,230,695,650,1923,136,6913,38,38,0,0,0,37,168,344,284,427,831,1059,1382,1360,670,1143,221965,466,175,749,5172,61348,175,56,326,961,3201,72166,26600,16384,1473,1473,14911,215,2961
"2000",51177,90395,90395,44532,45863,87478,2917,45703,40413,12220,5708,18735,3750,1362,NA,45703,40413,12220,5708,18735,3750,1362,244,15,1103,834,1105,66,0,912,0,14,0,239,0,17,265,37,21,31,10,0,16,25,151,8,145,94,866,66,0,26,142,175,569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2522,41183,12928,47747,595,47152,45651,1501,18391,2613,3911,10260,14305,15448,1210,25616,537,25079,24331,748,6232,22131,58,22073,21320,753,12159,1197,2030,5463,7680,8620,626,1416,1881,4797,6625,6828,584,42364,996,544,13,439,57,316,291,1385,686,2251,4905,6195,7650,7373,4696,10268,1634945,962,891,2735,26671,57525,464,499,1457,6043,16265,62422,22536,89562,4247,4247,85315,338,6669
"125",51177,122854,122854,60278,62576,115309,7545,60835,51932,15181,8382,21560,6809,2542,NA,60835,51932,15181,8382,21560,6809,2542,630,61,1851,1185,2263,301,16,3780,NA,0,0,329,0,0,307,59,58,20,0,41,36,47,236,132,323,60,1800,301,16,14,1276,142,2348,NA,0,0,0,0,329,0,0,307,59,0,58,20,0,41,36,0,47,104,132,132,323,60,1800,301,16,14,1276,142,2348,NA,2535,53274,22809,64945,1075,63870,59332,4538,28237,3183,5741,12585,15335,25912,2189,34910,1010,33900,31337,2563,10175,30035,65,29970,27995,1975,18062,1534,3087,6617,8266,14008,1398,1649,2654,5968,7069,11904,791,53874,1976,663,131,1182,14,310,727,2345,760,2634,5400,7958,10863,9434,6095,13757,2181745,1307,1044,2788,36241,79402,918,609,1618,4678,25231,87922,31567,122080,9653,9653,112427,669,11280
"195",51177,132833,132833,65286,67547,123820,9013,66412,54298,17397,8324,22595,5982,3110,NA,66412,54298,17397,8324,22595,5982,3110,568,101,2441,863,2567,567,38,4978,NA,6,0,234,11,33,241,10,14,35,7,0,21,14,138,122,398,106,2040,567,38,145,1142,174,3517,NA,16,6,8,0,234,11,33,241,10,11,14,35,7,0,21,0,14,20,83,122,398,106,2040,567,38,145,1142,174,3517,NA,2702,57633,28052,70283,517,69766,66122,3644,33266,3340,6976,14222,14677,27787,3281,37477,438,37039,35065,1974,12952,32806,79,32727,31057,1670,20314,1615,3545,7574,7926,15046,1771,1725,3431,6648,6751,12741,1510,59202,1763,397,71,1295,161,426,700,3194,788,3168,5751,8604,11696,10571,6766,14908,2381965,1324,623,2370,40119,88628,552,283,1186,4310,27460,99921,37212,132006,9198,9198,122808,1151,16857
"2000",51179,92446,92446,46486,45960,88733,3713,38757,47734,13160,7765,20718,6091,2242,NA,38757,47734,13160,7765,20718,6091,2242,275,74,1893,1041,1429,87,12,1144,0,11,6,259,27,56,379,25,22,46,4,18,0,6,161,21,46,95,1288,87,12,4,154,114,872,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1782,37641,16606,50424,3449,46975,45588,1387,15935,2981,4216,10664,16286,15277,1000,28021,3124,24897,24283,614,5205,22403,325,22078,21305,773,10730,1500,2585,5737,9011,8534,654,1481,1631,4927,7275,6743,346,44236,1201,377,9,815,9,1186,368,1381,1221,3096,4375,4927,7215,8267,6362,11537,1772030,791,696,1663,26986,66809,401,329,1009,4802,17951,71575,24762,90600,3138,3138,87462,271,4804
"125",51179,129446,129446,65063,64383,118926,10520,49306,65760,17879,10119,28234,9528,3860,NA,49306,65760,17879,10119,28234,9528,3860,835,55,2970,1518,2700,1375,93,4834,NA,11,48,424,0,19,471,16,39,63,50,12,10,12,219,124,386,143,2171,1375,93,24,884,166,3760,NA,24,11,0,48,424,0,19,471,16,13,39,63,50,12,10,0,12,98,84,124,386,143,2171,1375,93,24,884,166,3760,NA,1575,50021,28373,69784,4831,64953,60629,4324,27326,2994,7239,13410,16803,27246,2092,38857,4138,34719,32381,2338,9913,30927,693,30234,28248,1986,17413,1560,4522,7507,9115,14792,1361,1434,2717,5903,7688,12454,731,56682,2232,570,152,1510,0,1592,682,2999,1515,3481,5044,6805,10822,9509,7059,16953,2393295,941,693,1545,38025,96355,532,387,898,3960,27641,105211,35776,125826,6122,6122,119704,641,8908
"195",51179,146773,146773,74067,72706,132439,14334,55608,72323,20480,11150,29640,11053,4508,NA,55608,72323,20480,11150,29640,11053,4508,792,62,3654,1647,3814,1277,55,7541,NA,16,44,171,36,105,461,0,0,48,59,20,0,16,543,139,377,118,3308,1277,55,91,1394,179,5877,NA,18,16,9,44,171,36,105,461,0,23,0,48,59,20,0,7,16,223,270,132,377,118,3308,1277,55,91,1394,179,5877,NA,2334,54118,37498,78542,3726,74816,72033,2783,34336,3155,8707,15570,17064,31189,2857,43009,3474,39535,38250,1285,13944,35533,252,35281,33783,1498,20392,1553,4960,8563,9350,16943,1640,1602,3747,7007,7714,14246,1217,65210,2855,443,57,2355,62,1194,960,4214,1181,4365,5901,6889,10121,12497,9167,20160,2846555,874,473,1674,44054,111108,317,188,947,3946,32548,120607,42126,142541,6315,6315,136226,500,14194
"2000",51790,23853,23853,11237,12616,23379,474,16634,6555,1967,889,3093,606,190,NA,16634,6555,1967,889,3093,606,190,0,48,142,212,48,26,0,188,0,0,6,44,0,8,61,0,0,31,0,0,0,20,42,0,0,14,34,26,0,48,39,26,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685,11614,3404,11568,12,11556,11107,449,8143,637,1235,2271,2706,4116,603,5734,12,5722,5526,196,3433,5834,0,5834,5581,253,4710,246,496,1246,1362,2056,328,391,739,1025,1344,2060,275,10097,22,22,0,0,0,400,112,282,495,1884,2192,1766,2160,1372,356,406,212020,1197,745,1779,5960,32941,272,268,876,1827,2598,44422,19161,21209,2485,2485,18724,416,3459
"125",51790,23906,23906,10689,13217,23255,651,16452,6652,2019,957,3140,536,151,NA,16452,6652,2019,957,3140,536,151,27,0,124,285,180,0,12,174,NA,0,0,107,11,0,48,0,0,0,0,0,0,37,64,18,31,0,149,0,12,0,13,9,152,NA,10,0,0,0,107,11,0,48,0,0,0,0,0,0,0,0,37,17,37,18,31,0,149,0,12,0,13,9,152,NA,875,10972,5018,11940,34,11906,11210,696,7815,556,1289,2505,2288,4626,676,5738,31,5707,5266,441,2909,6202,3,6199,5944,255,4906,190,516,1344,1166,2175,347,366,773,1161,1122,2451,329,9741,18,18,0,0,0,785,209,317,526,1950,2258,1837,1603,1428,610,541,220265,845,919,1512,7337,42918,231,173,541,1403,3773,64026,25001,22499,3444,3444,19055,382,3981
"195",51790,24432,24432,11171,13261,23523,909,15140,8041,2752,1252,3231,806,342,NA,15140,8041,2752,1252,3231,806,342,116,32,194,213,292,142,0,262,NA,0,0,63,17,0,46,0,0,11,23,7,0,0,38,8,59,0,233,142,0,60,9,0,193,NA,0,0,13,0,63,17,0,46,0,0,0,11,23,7,0,0,0,0,25,8,59,0,233,142,0,60,9,0,193,NA,538,11216,5890,12579,9,12570,12102,468,7661,475,1181,2674,2621,4695,933,6251,9,6242,5988,254,2762,6328,0,6328,6114,214,4899,224,495,1344,1349,2293,546,251,686,1330,1272,2402,387,10794,95,95,0,0,0,388,171,411,481,1761,2261,1861,1960,1974,702,448,247455,597,471,1223,8306,52611,94,157,299,1557,3931,71182,30166,23106,2565,2565,20541,560,4338
"2000",51800,63677,63677,30410,33267,62497,1180,42429,19418,5033,2284,10615,1486,650,NA,42429,19418,5033,2284,10615,1486,650,71,47,532,428,428,45,4,275,0,8,37,130,0,14,139,30,0,0,0,0,0,4,58,8,59,19,350,45,4,7,6,69,193,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3796,30656,7210,30345,1412,28933,27519,1414,17386,1467,2223,6969,9677,9211,798,16021,1177,14844,14077,767,6233,14324,235,14089,13442,647,11153,792,1057,3583,5081,5074,434,675,1166,3386,4596,4137,364,26715,251,220,23,8,79,366,480,481,519,1975,3581,3731,6026,7215,3337,1507,760740,2607,1535,2861,16287,41115,1293,867,1948,5319,8333,47342,18836,62523,8264,8264,54259,761,6035
"125",51800,84216,84216,40476,43740,81721,2495,51440,28911,8863,3923,13383,2742,1370,NA,51440,28911,8863,3923,13383,2742,1370,104,63,1203,476,955,261,9,794,NA,0,2,103,0,46,190,4,41,11,0,0,0,0,25,96,76,32,805,261,9,26,140,52,576,NA,0,0,0,2,103,0,46,190,4,0,41,11,0,0,0,0,0,0,25,96,76,32,805,261,9,26,140,52,576,NA,2448,38666,14256,43456,2169,41287,38258,3029,21175,1911,3725,8256,10891,17199,1474,22124,1912,20212,18684,1528,8472,21332,257,21075,19574,1501,12703,1063,1948,4096,5451,8715,851,848,1777,4160,5440,8484,623,37718,188,161,27,0,13,247,516,992,614,2815,4607,4176,8356,10287,5254,2573,1077540,1718,1164,2470,25150,66479,854,463,1361,4255,15612,80025,29547,83167,9670,9670,73497,759,8755
"195",51800,90093,90093,43698,46395,86930,3163,53259,32003,9660,4682,13723,3938,1668,NA,53259,32003,9660,4682,13723,3938,1668,257,211,1200,501,1339,142,0,1181,NA,20,0,152,0,9,110,29,0,18,5,0,0,0,131,27,109,47,1183,142,0,5,182,77,917,NA,0,20,0,0,152,0,9,110,29,9,0,18,5,0,0,11,0,59,63,16,109,47,1183,142,0,5,182,77,917,NA,1959,41040,17973,47232,1943,45289,42459,2830,23443,2066,4103,10535,9860,18322,2346,24528,1649,22879,21340,1539,9194,22704,294,22410,21119,1291,14249,1211,2134,5382,5081,9457,1263,855,1969,5153,4779,8865,1083,40969,162,162,0,0,29,416,328,1622,602,2628,4229,4924,9021,11868,5318,3314,1235060,1693,1239,2667,28175,74884,1008,386,1239,3508,18591,87049,34940,89418,9267,9267,80151,752,11792
"2000",51181,6829,6829,3304,3525,6796,33,5549,1208,308,179,596,125,39,NA,5549,1208,308,179,596,125,39,0,13,26,25,2,0,0,6,0,0,0,4,0,0,19,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,3431,586,3376,2,3374,3195,179,1913,180,290,534,1068,1164,140,1778,2,1776,1671,105,761,1598,0,1598,1524,74,1152,126,135,222,554,662,79,54,155,312,514,502,61,2968,10,10,0,0,0,29,42,98,111,215,248,220,420,756,504,575,118820,284,145,402,1772,37558,120,101,260,664,759,41234,16682,6808,734,734,6074,142,819
"125",51181,6988,6988,3462,3526,6924,64,5760,1135,198,210,639,88,29,NA,5760,1135,198,210,639,88,29,0,0,29,14,48,0,0,2,NA,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,2,NA,403,3722,766,3688,17,3671,3322,349,1960,167,365,507,692,1730,227,2031,17,2014,1798,216,756,1657,0,1657,1524,133,1204,106,202,232,374,967,150,61,163,275,318,763,77,3206,0,0,0,0,0,17,8,35,80,163,346,390,487,624,503,638,110555,64,130,378,2000,52955,45,17,198,365,1166,68617,24383,6988,629,629,6359,55,1092
"195",51181,6523,6523,3154,3369,6452,71,4912,1523,513,270,587,153,17,NA,4912,1523,513,270,587,153,17,0,0,17,39,12,15,0,5,NA,0,0,8,0,0,31,0,0,0,0,0,0,0,0,0,0,1,11,15,0,0,0,0,5,NA,0,0,0,0,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,15,0,0,0,0,5,NA,270,3661,1021,3348,6,3342,3151,191,2161,90,236,669,438,1615,300,1732,6,1726,1645,81,926,1616,0,1616,1506,110,1235,25,136,352,211,864,144,65,100,317,227,751,156,2791,27,27,0,0,0,30,39,92,118,146,153,357,382,435,602,754,121575,115,134,324,2157,57962,59,33,201,329,1289,72708,30260,6516,1033,1033,5483,158,1255
"2000",51183,12504,12504,7185,5319,12385,119,10349,2006,483,180,1309,34,30,NA,10349,2006,483,180,1309,34,30,0,0,30,43,19,0,0,57,0,0,0,3,0,0,40,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,28,2,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1466,6543,890,4505,4,4501,4263,238,5812,181,314,890,1172,1744,204,2342,4,2338,2239,99,3691,2163,0,2163,2024,139,2121,96,171,463,527,930,155,85,143,427,645,814,49,3976,19,19,0,0,12,78,18,78,184,491,546,489,579,817,554,443,114290,648,318,644,2514,31007,255,185,393,1009,991,36739,14670,9931,1597,1597,8334,302,1272
"125",51183,12095,12095,7171,4924,11898,197,9491,2367,538,279,1373,177,40,NA,9491,2367,538,279,1373,177,40,13,0,27,17,14,50,0,116,NA,0,0,10,0,0,5,0,0,0,0,0,0,0,2,0,0,0,14,50,0,0,19,5,92,NA,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,50,0,0,19,5,92,NA,1205,6814,837,4629,33,4596,4112,484,5727,195,551,759,1006,1844,274,2394,33,2361,2077,284,3826,2235,0,2235,2035,200,1901,63,348,459,503,916,105,132,203,300,503,928,169,3791,31,13,18,0,6,65,31,196,162,611,360,503,634,1038,341,275,102190,393,234,496,2516,39603,57,36,219,683,1221,53471,16821,9541,1461,1461,8080,224,1463
"195",51183,11377,11377,6811,4566,11114,263,8871,2173,569,318,1093,193,70,NA,8871,2173,569,318,1093,193,70,17,5,48,18,58,10,0,177,NA,0,0,8,0,0,3,0,0,0,0,0,0,0,6,1,0,1,57,10,0,0,71,15,91,NA,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,1,57,10,0,0,71,15,91,NA,511,6815,1069,4488,22,4466,4151,315,5299,256,571,929,747,1656,329,2547,18,2529,2290,239,3425,1941,4,1937,1861,76,1874,197,404,546,343,869,188,59,167,383,404,787,141,3729,50,41,0,9,3,98,110,87,60,396,295,368,553,979,657,682,139315,328,232,393,2841,49487,98,97,226,588,1501,61100,21652,9070,1187,1187,7883,261,1591
"2000",51185,44598,44598,21369,23229,44167,431,28425,15655,657,1305,13365,328,87,NA,28425,15655,657,1305,13365,328,87,0,0,87,125,216,13,0,77,0,15,7,23,0,14,33,0,8,0,0,0,11,10,0,4,0,21,195,13,0,15,2,33,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5227,22621,3443,19346,0,19346,17593,1753,16889,1009,1827,3991,4909,6877,733,10436,0,10436,9465,971,6481,8910,0,8910,8128,782,10408,478,1022,2238,2517,3775,406,531,805,1753,2392,3102,327,16378,63,63,0,0,4,254,124,318,865,2195,2986,2412,2782,2529,1436,1618,447120,2654,1805,3783,10021,27304,1030,883,2593,5152,3599,33732,15282,44039,6739,6739,37300,922,5720
"125",51185,44846,44846,22154,22692,44445,401,27893,16414,1082,1459,13531,342,138,NA,27893,16414,1082,1459,13531,342,138,0,0,138,91,177,52,0,81,NA,0,0,17,0,0,34,0,8,19,0,0,0,0,8,5,0,4,173,52,0,0,9,25,47,NA,0,0,0,0,17,0,0,34,0,0,8,19,0,0,0,0,0,0,8,5,0,4,173,52,0,0,9,25,47,NA,3617,24456,4305,18510,12,18498,17106,1392,18214,634,1561,3736,4002,7552,1025,10068,12,10056,9153,903,8003,8442,0,8442,7953,489,10211,347,837,2156,2262,3854,612,287,724,1580,1740,3698,413,15834,45,45,0,0,0,219,95,372,1015,2134,2715,2129,2735,2557,1180,1728,414710,1656,1665,3084,11731,36080,638,856,1715,4046,5649,45069,19840,43622,7878,7878,35744,848,6791
"195",51185,41603,41603,20647,20956,41232,371,24269,16785,836,1570,14005,374,178,NA,24269,16785,836,1570,14005,374,178,0,11,167,36,197,4,15,119,NA,0,0,0,6,0,0,0,0,0,0,0,0,0,4,26,80,0,117,4,15,0,5,22,92,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,26,80,0,117,4,15,0,5,22,92,NA,2621,23297,4550,16222,12,16210,15160,1050,18274,519,1462,3073,3779,6270,1119,8928,12,8916,8466,450,8076,7294,0,7294,6694,600,10198,283,736,1867,2155,3266,621,236,726,1206,1624,3004,498,13832,14,14,0,0,0,126,106,522,621,1992,2437,1693,2511,2416,1042,1366,352675,1521,1070,1984,11956,42099,668,309,854,3377,5898,53458,23738,40030,7004,7004,33026,907,7827
"2000",51810,425257,425257,210524,214733,396981,28276,160369,225512,75584,40341,84634,24953,11100,NA,160369,225512,75584,40341,84634,24953,11100,2452,866,7782,6333,15176,840,173,5754,0,171,38,1878,47,219,899,363,264,437,31,114,30,251,1293,298,916,633,13627,840,173,261,718,1020,3755,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6517,185161,74949,234257,31087,203170,194923,8247,87025,13127,26658,58970,66153,63978,5371,126713,26838,99875,96354,3521,30272,107544,4249,103295,98569,4726,56753,6804,15508,32535,35194,33556,3116,6323,11150,26435,30959,30422,2255,206675,1593,1544,44,5,52,4369,3794,6165,4327,17487,28206,38948,61991,46460,10750,8314,5184135,6628,5344,15496,127167,48705,3324,2553,9478,35335,61437,53242,22365,416704,27163,27163,389541,1619,32526
"125",51810,439528,439528,215485,224043,401395,38133,171936,218043,73729,37635,78711,27968,11416,NA,171936,218043,73729,37635,78711,27968,11416,2462,886,8068,7206,20007,1726,251,8943,NA,123,51,1616,83,403,1020,191,256,666,91,21,61,134,1486,1112,1421,734,17744,1726,251,130,1410,974,6429,NA,45,123,128,51,1616,83,403,1020,191,70,256,666,91,21,61,27,134,66,1177,1085,1421,734,17744,1726,251,130,1410,974,6429,NA,5883,188466,92644,248348,25381,222967,209002,13965,98248,11201,29929,59562,51757,87107,8792,132483,21488,110995,104002,6993,35033,115865,3893,111972,105000,6972,63215,5575,16718,32332,27701,44996,5161,5626,13211,27230,24056,42111,3631,209675,1692,1565,105,22,135,5014,3724,10326,4407,19144,30292,39851,58343,50674,10521,7008,4994085,6247,4531,10409,143039,65980,3010,1943,5045,21254,81542,76220,31878,428179,31634,31634,396545,2196,43819
"195",51810,450201,450201,221324,228877,407810,42391,188428,207205,67581,36185,73503,29936,12177,NA,188428,207205,67581,36185,73503,29936,12177,3304,616,8257,7106,22188,1824,122,11151,NA,67,44,1930,10,325,1240,156,318,492,124,141,33,110,1290,955,2448,554,19057,1824,122,327,2304,660,7860,NA,40,67,121,44,1930,10,325,1240,156,15,318,492,124,141,33,49,110,47,1067,906,2448,554,19057,1824,122,327,2304,660,7860,NA,6103,190376,110580,255544,22935,232609,221998,10611,105643,10362,27791,64709,50755,88410,13517,135225,19009,116216,110358,5858,40416,120319,3926,116393,111640,4753,65227,5484,15193,35260,27277,44844,7167,4878,12598,29449,23478,43566,6350,218231,2010,1821,105,84,449,5878,4564,9437,6170,18550,28063,40849,64889,51558,11811,9268,5462125,5605,3398,9150,152645,76610,2548,1269,4445,18251,90296,88553,37776,439531,32183,32183,407348,2712,58188
"2000",51187,31584,31584,15530,16054,30907,677,20000,10564,2692,1680,5451,741,343,NA,20000,10564,2692,1680,5451,741,343,6,13,324,321,156,35,0,165,0,0,0,163,0,11,81,0,0,26,0,0,0,7,26,7,4,7,145,35,0,0,18,39,108,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2137,15816,3174,16257,12,16245,15687,558,8104,862,1425,3337,4800,5226,607,8863,6,8857,8596,261,2888,7394,6,7388,7091,297,5216,425,781,1807,2536,2981,333,437,644,1530,2264,2245,274,14379,81,65,16,0,34,389,111,378,496,1712,1616,1629,1469,2034,1692,4346,586115,993,620,1347,9165,42422,335,238,841,2810,4326,50487,19841,30881,2631,2631,28250,388,3326
"125",51187,37567,37567,18615,18952,36243,1324,22371,13590,3916,2044,6359,1271,282,NA,22371,13590,3916,2044,6359,1271,282,44,0,238,325,268,32,18,681,NA,0,22,57,0,5,147,0,15,0,0,9,6,14,23,30,88,0,177,32,18,0,339,86,256,NA,0,0,0,22,57,0,5,147,0,0,15,0,0,9,6,0,14,12,11,30,88,0,177,32,18,0,339,86,256,NA,1430,18742,5269,20332,36,20296,18797,1499,9419,851,1744,3654,4413,8599,1071,10882,36,10846,9960,886,3881,9450,0,9450,8837,613,5538,417,874,2008,2419,4544,620,434,870,1646,1994,4055,451,16737,110,110,0,0,0,420,155,936,686,1412,2078,1853,1917,2370,1983,5123,678925,800,754,1456,11339,61693,329,300,687,1966,6625,71143,29554,36824,3602,3602,33222,394,4289
